lon,lat,degree,betweenness
16.37714,45.48771,3,49803.0
14.37257,46.6804,3,2541860.0
14.37913,46.6754,3,2539082.0
15.0389,46.57212,3,2453241.0
15.39676,46.35881,3,2456603.0
15.63739,46.43243,3,2417247.0
15.56976,46.2498,3,1309.0
14.15613,45.32209,3,14047.0
14.34438,45.37004,3,545792.0
14.46762,45.33324,3,540998.0
15.39833,45.33946,4,433841.0
14.40072,47.16487,3,54087.0
14.4331,47.0431,3,8282.0
14.38742,46.94434,3,6985.0
14.45579,46.86209,3,370372.0
16.21967,47.85865,3,29494.0
16.58487,47.70312,5,62593.0
16.35572,48.19887,3,36640.0
17.27452,47.88445,3,23270.0
17.12873,48.09593,2,23686.0
16.61062,47.67525,3,22162.0
17.2561,47.6233,3,21023.0
16.69419,47.23407,3,266.0
16.56549,47.40387,3,38874.0
15.63195,44.13389,1,0.0
19.24865,44.08204,3,1361.0
19.33078,44.20124,3,4896.0
19.1393,44.27866,3,12634.0
19.09597,44.43607,3,13493.0
19.15458,44.53399,3,16462.0
19.29437,44.82029,3,15756.0
19.26871,44.85443,3,21036.0
19.60654,44.96229,6,2429904.0
19.97448,44.94561,3,2377397.0
20.37731,44.84402,3,2376268.0
20.42531,44.80409,3,2375212.0
20.46416,44.80579,3,2376556.0
20.78926,44.63072,3,2372989.0
21.06139,44.69128,3,13847.0
21.2306,44.72108,3,11517.0
21.31091,44.50322,3,1331.0
21.43694,44.35651,4,181269.0
21.3374,44.39188,4,191476.0
21.38426,44.25641,3,8929.0
21.43199,44.28878,3,15896.0
21.35386,44.20648,3,10876.0
21.35547,44.1318,3,9472.0
21.35448,43.99207,3,13397.0
21.38486,43.92177,3,2170255.0
21.61737,43.58961,4,2272923.0
21.89353,43.31636,4,2277853.0
22.57042,43.14198,4,2239705.0
23.32556,42.71348,5,2248944.0
23.13135,42.58459,3,118686.0
24.14717,42.22536,3,2345671.0
24.21995,42.19583,3,2344970.0
24.75263,42.14249,3,2342489.0
25.2721,42.21091,3,2334378.0
25.66244,42.40738,4,131696.0
26.54073,42.46594,3,36669.0
27.31938,42.36768,3,33261.0
27.50646,42.4057,3,25674.0
28.0301,41.95983,2,7342.0
23.84185,43.72505,3,173681.0
23.86771,43.71814,3,172384.0
24.44719,43.68268,3,178112.0
24.46835,43.67641,3,223471.0
24.48619,43.75335,2,58056.0
24.39163,44.14775,2,54587.0
24.79981,42.36363,2,4722.0
24.81945,42.52421,2,1355.0
24.74021,42.62884,3,8329.0
24.65988,42.77665,2,9405.0
24.72364,43.11184,4,19925.0
24.7029,43.23839,3,13522.0
24.59929,43.61906,3,207098.0
25.14754,43.56098,3,195066.0
25.25859,43.54896,3,108498.0
25.3825,43.58891,3,105855.0
25.58213,43.61206,3,86425.0
25.96941,43.82365,3,80293.0
27.25319,44.09609,3,61959.0
27.66588,44.16864,3,58321.0
24.34119,45.25297,3,53427.0
24.31579,45.38819,3,56859.0
24.3064,45.50953,3,56637.0
27.93864,44.72225,3,7310.0
28.16671,45.34158,3,3673.0
28.50525,45.26873,3,30.0
28.78575,45.1774,3,3672.0
29.04724,45.11159,1,0.0
19.23724,44.55192,3,4543.0
19.56927,44.00406,3,6451.0
20.87922,42.87577,3,390253.0
21.1976,42.60331,3,389155.0
21.19819,42.59274,3,390832.0
21.81935,43.19474,3,4731.0
21.83149,43.20458,3,41843.0
21.96685,43.05289,3,33891.0
22.03122,42.92321,3,33156.0
21.75801,42.39323,2,22765.0
23.39873,43.51913,3,8815.0
22.23129,43.55269,3,24125.0
22.2545,43.58046,3,28332.0
22.90599,43.80067,3,173762.0
22.33169,43.78963,3,19737.0
22.89139,43.98613,4,187702.0
22.37331,44.90239,3,13870.0
22.39655,44.68832,3,12092.0
22.65213,44.60884,3,23725.0
23.10747,44.94011,3,15554.0
21.16134,42.53504,3,407189.0
22.52348,44.40372,2,34732.0
22.57079,44.47198,2,31224.0
22.77396,44.51222,3,27833.0
21.55243,45.09672,3,8599.0
21.57231,45.24405,3,11631.0
21.47431,45.02127,3,7614.0
21.33256,44.81941,3,0.0
19.60023,45.19054,3,0.0
22.88024,45.92455,3,147100.0
22.95562,45.8969,4,123982.0
23.00869,45.87397,3,119740.0
23.17941,45.92507,3,77298.0
23.4464,46.02669,2,73222.0
23.48775,46.04225,3,99490.0
23.58125,46.08928,3,56126.0
23.52076,46.15775,3,48851.0
23.88895,46.43096,3,35241.0
23.75043,46.58006,3,31690.0
23.76058,46.69016,3,25662.0
23.7323,46.80957,4,11008.0
23.71387,46.77037,3,22002.0
23.60718,46.78326,3,3670.0
23.2235,47.00497,2,0.0
23.33478,47.25984,3,1.0
22.17345,45.48305,3,20773.0
22.96498,45.6122,3,42723.0
23.2842,45.39824,3,18907.0
22.89878,45.8091,2,3672.0
23.5778,45.99329,3,65985.0
23.85308,45.92574,3,62166.0
23.75407,45.93656,3,65897.0
24.2782,45.67009,3,64864.0
31.02909,38.33266,3,215702.0
31.19299,38.29236,5,208691.0
30.64,38.29776,3,52899.0
36.45241,38.36744,3,50188.0
38.45509,38.31112,2,7342.0
32.8121,38.32491,4,16961.0
32.7962,39.68474,3,111052.0
36.36839,38.32722,3,35699.0
36.16337,38.50757,3,36723.0
29.72429,38.67434,3,11470.0
28.22675,38.48028,1,0.0
35.04243,38.35148,3,7393.0
35.10535,38.37341,3,6472.0
34.02088,38.39691,5,69219.0
38.3712,38.40922,4,32834.0
39.25128,38.67124,1,0.0
33.92575,38.47234,3,63533.0
33.95905,38.59311,3,7259.0
38.34327,38.5016,3,32612.0
37.93177,38.81598,3,36908.0
30.5969,38.50191,3,6016.0
30.59324,38.75309,3,18538.0
30.97077,38.58946,3,63852.0
31.04432,38.59137,4,289474.0
35.89309,38.6279,3,38483.0
35.60357,38.65769,3,53877.0
38.35902,38.6743,3,7020.0
30.01327,39.19508,3,15779.0
38.37228,38.67609,3,3362.0
38.33279,39.14515,3,14959.0
35.5007,38.71706,3,65407.0
35.57803,38.79403,3,88363.0
35.48139,38.72938,1,0.0
35.4684,38.75701,3,7019.0
30.56471,38.76646,3,19948.0
31.04425,38.78541,3,247589.0
31.31953,39.0187,3,1073537.0
30.52929,38.92472,3,441962.0
30.08479,39.38753,3,467564.0
33.63205,38.97985,3,8746.0
33.59361,39.04155,3,69539.0
37.74716,39.04225,3,39668.0
38.62255,39.1286,3,0.0
38.34257,39.21388,3,10487.0
31.59036,39.18735,3,37673.0
31.324,39.02491,4,1076231.0
35.24541,39.21347,3,101763.0
38.37412,39.40983,3,3672.0
36.09387,39.21953,3,92989.0
37.39148,39.24507,3,68088.0
31.60897,39.38482,3,42349.0
32.85798,39.93103,3,137978.0
30.00602,39.43448,5,484887.0
37.09699,39.41117,3,75272.0
30.53379,39.78757,4,1315611.0
30.70272,39.45154,3,233661.0
30.51445,38.94466,1,0.0
39.04486,39.60086,1,0.0
32.81947,39.68009,3,103957.0
36.98079,39.74418,3,112834.0
36.58187,39.89368,3,114060.0
37.02444,39.75679,3,110147.0
30.54639,39.79745,4,1077542.0
30.46961,39.80323,3,1315453.0
34.77281,39.8147,3,102502.0
34.79069,39.82921,3,196788.0
34.51769,39.8662,4,321248.0
30.36303,39.84085,3,2613.0
35.89945,40.30828,4,119868.0
30.11163,39.91164,3,488720.0
33.38265,39.92491,2,329366.0
32.89379,39.93725,3,355066.0
33.79195,39.9458,2,326363.0
34.50679,39.86511,3,323795.0
30.00678,39.98334,3,493578.0
32.70477,40.00819,3,444068.0
32.86339,39.93945,3,469634.0
30.80146,40.23943,3,430204.0
30.02375,40.34794,3,2244692.0
29.73057,40.42201,2,2246552.0
26.09931,40.72783,1,0.0
26.40322,40.90359,3,41.0
31.15708,40.83721,3,78046.0
31.69501,40.73631,3,67405.0
30.38352,40.73271,3,7343.0
32.06003,40.77247,3,68450.0
31.96191,40.89771,3,63.0
29.95647,40.75742,1,0.0
32.20306,40.79564,3,69931.0
32.5893,40.87738,3,54879.0
35.34438,40.84124,3,37234.0
35.05182,40.98721,3,41270.0
26.00527,40.86073,3,57.0
25.69536,40.98272,3,96.0
33.26778,40.83688,3,49356.0
32.08642,40.93802,4,33976.0
19.50811,42.05976,3,58213.0
19.63085,42.00225,3,59306.0
21.54418,41.99573,3,417010.0
21.65866,42.15704,3,53234.0
19.40431,40.54647,1,0.0
19.52753,40.65642,3,10622.0
19.58611,40.72076,3,14442.0
19.56333,40.86272,3,12545.0
19.62369,41.15561,3,35568.0
19.6601,41.06262,3,20079.0
19.82434,41.04061,3,18721.0
20.01239,40.32027,3,3672.0
20.23179,40.01537,1,0.0
19.76285,40.75926,3,9180.0
19.83218,40.88552,3,11760.0
20.07994,41.10095,3,17731.0
21.34804,41.00218,3,18840.0
21.97737,41.53146,4,403866.0
22.60706,40.72047,3,383292.0
22.94325,40.62233,3,526663.0
22.55927,40.5073,3,528949.0
19.45242,41.31538,1,0.0
19.49487,41.31148,3,39542.0
22.14075,40.75709,3,11458.0
33.65845,40.91155,4,52549.0
34.813,40.9579,3,44001.0
32.54192,40.95233,3,28198.0
32.68248,41.21898,3,24083.0
25.57709,41.08149,3,85.0
35.47592,41.14555,2,3358.0
25.45926,41.10069,3,40.0
25.41845,41.12006,2,21.0
25.10698,41.11087,3,33.0
25.21912,41.13245,3,47.0
25.40821,41.11672,3,120.0
24.91372,41.12823,1,0.0
33.78243,41.38443,4,17264.0
33.93849,41.4987,3,3672.0
34.78074,41.48911,3,5380.0
34.20529,41.52389,1,0.0
34.6507,41.60868,1,0.0
23.85504,40.90323,3,285322.0
23.16548,41.82811,2,282190.0
23.07822,42.12109,3,285476.0
23.13633,42.29123,4,333555.0
22.23463,41.96809,3,20826.0
22.37123,42.19122,3,55556.0
-3.63886,40.21884,3,11784.0
-0.88271,41.63959,6,61383.0
-1.65501,42.79599,3,129795.0
-1.20421,43.1587,2,133201.0
-1.07736,43.25987,3,136609.0
-1.06231,43.73697,6,109440.0
-0.70218,43.47021,4,93617.0
-2.28988,42.4285,3,182.0
-1.09352,41.73571,3,6928.0
-0.74659,41.90811,3,42169.0
-0.5976,43.21821,2,42825.0
-0.45992,43.33371,3,46707.0
-3.31799,42.54284,3,122036.0
-3.22171,42.62161,3,126132.0
-1.316,43.83339,3,0.0
-1.2654,43.96145,3,2380.0
-1.16977,43.85315,4,2542.0
-1.03196,43.87956,4,107971.0
0.62003,41.6091,4,26146.0
1.93274,41.48083,5,264041.0
2.02604,41.50988,4,267015.0
2.16385,41.56201,3,270401.0
2.31591,41.57875,4,280844.0
2.72146,41.79073,3,291155.0
2.13323,41.35221,3,0.0
2.41437,41.5315,3,3527.0
-0.12969,40.01745,2,228599.0
1.22328,41.11489,3,232082.0
2.84138,42.02601,2,294561.0
2.94421,42.26352,2,297967.0
2.8395,42.53666,2,301372.0
2.87512,42.7664,2,304797.0
2.98918,43.18331,3,393106.0
1.44272,43.5875,4,88979.0
1.43564,43.61307,4,68187.0
0.60865,43.63717,3,61634.0
0.61584,43.61285,3,58341.0
0.11041,43.8596,3,91801.0
0.13977,44.05678,3,40288.0
-0.04698,43.08839,3,12149.0
0.55923,43.03485,3,15155.0
1.46665,44.11065,3,1526.0
0.64042,43.94347,3,2725.0
0.66068,44.17743,4,18041.0
0.6785,44.18989,3,20368.0
3.4208,43.40169,2,394234.0
-2.11839,47.61514,3,26094.0
-1.55695,47.21736,4,32221.0
-1.40907,47.0182,3,11699.0
-0.66065,45.75506,4,10708.0
-1.06343,47.22339,3,24249.0
-0.55927,47.46469,5,27582.0
-1.28981,47.95026,3,5870.0
-2.76445,47.65748,3,19097.0
-3.10593,47.98552,3,14932.0
-0.32393,45.71388,3,533.0
0.13279,45.51056,5,38574.0
0.42527,45.35267,4,139374.0
0.67333,45.19227,6,18525.0
0.94844,45.63414,6,159009.0
-0.16526,45.04738,4,117063.0
-0.03744,45.05912,4,15132.0
0.45466,44.86236,3,9385.0
2.16627,44.38887,5,37996.0
2.5067,44.36044,4,51227.0
2.68641,44.50126,3,29463.0
3.29373,44.70838,4,33359.0
3.33418,44.73231,1,0.0
1.38056,44.47214,5,32030.0
-0.36622,44.57028,3,9101.0
-0.26368,44.42527,3,8504.0
-0.08428,44.53704,3,13606.0
0.29851,44.28603,4,39556.0
0.6596,44.42462,4,39753.0
0.52409,44.65369,3,7522.0
-0.62944,44.87073,4,115671.0
-0.55061,44.90443,3,122244.0
-0.68044,45.14583,3,9556.0
-0.34812,46.07126,3,172.0
0.14562,46.32526,4,14040.0
0.32363,46.57934,8,86944.0
1.4817,46.60982,4,67561.0
1.52025,46.61889,3,69887.0
1.81113,46.75286,3,22831.0
2.11894,46.9402,4,33574.0
2.39152,47.09393,8,246281.0
2.89712,46.84912,4,2886.0
1.90231,47.92681,6,70075.0
1.91185,47.87957,3,59483.0
-0.05893,45.77863,3,3689.0
0.14017,45.77688,4,28690.0
0.72468,45.85546,4,15065.0
1.21044,45.84277,5,19579.0
1.35616,45.89363,3,190507.0
1.9898,46.08906,5,198723.0
2.1103,46.00671,3,1979.0
2.48725,45.81877,5,6316.0
2.88265,46.2808,4,43042.0
2.6212,46.29409,5,172611.0
2.55614,46.31834,3,9166.0
2.16005,46.56584,6,66220.0
2.41933,46.77886,3,100102.0
2.0488,47.24384,4,165482.0
1.65609,47.29746,4,155772.0
0.68306,47.39981,5,173094.0
0.6633,47.42917,3,160954.0
1.31823,47.61966,4,17314.0
0.25346,47.83971,2,136943.0
0.49184,47.61569,2,140219.0
-0.51437,47.00121,3,19554.0
0.69962,44.85951,4,1679.0
1.19226,44.58267,4,41558.0
9.32067,48.06205,3,34351.0
10.00866,48.36925,3,69709.0
10.26225,48.45269,4,422340.0
10.41817,48.4947,4,26544.0
10.78294,48.64282,4,24838.0
10.92002,48.66928,3,14606.0
11.06817,48.71984,3,12561.0
11.0851,48.74318,3,11742.0
11.43187,48.71462,3,2460.0
11.79775,48.86111,3,26443.0
11.47142,48.81937,3,22741.0
11.20662,48.79111,3,13028.0
10.83238,48.51864,2,18560.0
10.87391,48.38791,3,413281.0
10.87735,48.37386,4,440744.0
10.43981,48.4378,3,390852.0
10.41082,48.54379,3,15832.0
10.22062,48.53944,4,383095.0
9.87053,48.54802,3,373943.0
9.67819,48.5335,3,337338.0
9.41982,48.64528,3,330926.0
11.05627,48.0788,3,33295.0
10.98759,48.18581,3,369085.0
11.22066,48.14525,3,341640.0
11.32027,48.09782,3,346123.0
10.92258,48.3786,3,426677.0
10.96115,48.33075,3,368268.0
8.64142,49.17315,3,212273.0
8.68459,49.2993,4,210179.0
8.69204,49.40071,4,188202.0
8.70813,48.88506,4,221123.0
9.189,48.79993,4,343252.0
8.74593,50.25349,3,22011.0
8.78651,50.33258,3,7343.0
8.78131,48.2835,4,50922.0
8.96343,48.51904,2,47445.0
10.09464,48.83815,3,9592.0
10.15634,48.68117,5,6556.0
10.40475,48.57319,4,10742.0
22.72447,42.28386,3,58638.0
-0.42046,49.19994,3,6989.0
3.26667,45.39895,3,15309.0
13.74837,48.06353,3,4338.0
19.30808,43.78848,3,90289.0
19.37015,43.35355,3,365120.0
21.28826,46.17452,2,146374.0
23.18868,46.14459,3,23686.0
-4.14446,41.692,2,350.0
3.32326,43.7304,2,30983.0
13.24311,41.29752,3,149683.0
13.09964,41.25253,3,5490.0
12.92307,41.38625,2,7682.0
13.28424,41.31796,2,145732.0
13.41424,41.3611,3,142563.0
13.57402,41.26096,3,136828.0
13.52211,41.54934,3,249380.0
13.54287,41.52879,2,246176.0
13.28606,42.0845,2,26304.0
13.38244,42.0954,3,23489.0
13.39462,42.0927,3,17472.0
13.3457,41.64755,4,273996.0
13.69268,41.49519,2,225490.0
13.6891,41.49488,4,243524.0
13.81562,41.4822,3,222352.0
13.82324,41.49071,3,220861.0
13.85843,41.45121,3,218897.0
13.95419,41.43853,3,215720.0
14.0649,41.33694,3,116026.0
14.07081,41.25521,3,113279.0
14.06415,41.24811,3,111500.0
13.97155,41.22865,3,5755.0
13.92545,41.23316,2,8327.0
13.85902,41.1303,3,113066.0
13.95097,41.13058,3,23123.0
13.95626,41.13105,2,19481.0
13.93484,41.03681,2,80306.0
13.87347,41.11337,2,83819.0
14.05354,40.86205,3,77086.0
14.05217,40.84654,3,70596.0
14.10471,40.82993,3,64049.0
14.14601,40.91991,2,703.0
14.23573,41.0441,4,6951.0
14.25148,41.06473,3,70389.0
14.25421,41.07769,4,116200.0
14.19811,41.11472,3,119304.0
14.25205,41.1268,2,7172.0
14.35116,41.04603,3,29778.0
14.36902,41.03761,3,26529.0
14.63944,41.05898,2,16000.0
14.71094,41.07249,2,14677.0
14.76042,41.12813,2,15369.0
14.77133,41.1301,4,40589.0
14.7887,41.13233,3,20174.0
14.93047,41.09031,2,12067.0
15.01328,41.05756,3,16864.0
15.09648,41.01516,3,12085.0
15.10256,41.01254,2,8598.0
14.94819,41.20004,2,7548.0
14.98484,41.21047,2,9929.0
15.0121,41.22148,3,72280.0
15.08747,41.24978,3,106993.0
15.30758,41.35637,3,261884.0
15.32142,41.36,3,212276.0
15.61455,41.31582,6,207891.0
15.33331,41.50352,5,249336.0
15.51181,41.52306,2,8040.0
14.26084,40.84659,3,116868.0
14.29668,40.83754,2,113417.0
15.01613,40.42629,3,47828.0
15.12637,40.21491,2,0.0
15.40501,40.5712,3,34915.0
15.39482,40.57138,2,28741.0
15.27978,40.57553,3,34447.0
15.367,40.63226,4,16644.0
15.49929,41.7142,2,65711.0
15.23792,41.77733,4,323213.0
15.22326,41.78327,2,326080.0
15.21821,41.7846,3,329376.0
14.99325,41.81259,3,5593.0
14.92029,41.80471,3,12948.0
15.42292,41.04832,5,59366.0
15.15741,41.18402,4,66559.0
15.37304,41.01252,2,7611.0
14.87863,40.6451,3,87195.0
14.66112,40.74262,3,92621.0
14.61459,40.80682,3,100127.0
14.54059,40.85241,2,1553.0
14.60097,40.95409,2,101.0
14.46519,40.75433,3,110352.0
14.40402,40.99493,2,3672.0
13.78311,41.23363,3,127553.0
13.7605,41.24112,4,131507.0
14.08937,41.1208,2,16236.0
14.07004,41.24141,3,107105.0
13.56335,42.06483,3,14617.0
14.06284,40.81788,1,0.0
15.58439,41.66166,2,62366.0
15.74356,41.57553,3,61670.0
15.88652,41.61807,1,0.0
15.87501,41.61231,3,58062.0
15.55102,41.52864,3,5426.0
15.54832,41.20908,3,4133.0
15.86159,41.26168,2,27713.0
16.0482,41.23006,4,24678.0
16.31945,41.19645,2,13743.0
16.67222,41.11494,3,10198.0
15.53286,41.06969,2,35113.0
15.79514,40.97489,3,34082.0
15.80754,40.9626,4,157519.0
15.60793,40.36728,4,29549.0
15.7909,40.08206,4,32599.0
15.49345,40.07701,3,35889.0
15.61893,40.07834,3,47049.0
15.66665,40.01365,2,43257.0
15.90739,41.48556,2,51918.0
15.98741,41.40379,3,52698.0
16.27104,41.32356,3,45745.0
16.4791,41.25082,2,42150.0
15.77599,40.36173,3,85172.0
15.90216,40.28389,4,81579.0
15.92476,40.27796,2,4548.0
16.66014,40.22811,3,26405.0
16.64853,40.2297,3,3732.0
16.63557,40.17092,2,19812.0
16.20528,40.85303,3,62424.0
16.41792,40.81863,3,51633.0
16.43656,40.81398,2,48103.0
15.81036,40.81699,3,86943.0
15.77644,40.62477,4,84785.0
15.77159,40.61311,3,80949.0
15.9019,40.08528,4,71242.0
16.85513,41.12163,4,39749.0
17.29773,40.94861,3,34291.0
17.38125,40.88086,3,30715.0
17.68858,40.74493,2,22010.0
17.95563,40.63362,3,18638.0
18.17987,40.34657,2,14920.0
18.40583,40.13095,3,11010.0
18.46826,40.07965,3,7343.0
17.81042,40.55585,2,267.0
17.63897,40.49571,4,4155.0
17.38766,40.45926,3,35116.0
17.08288,40.55783,3,39303.0
17.06499,40.56839,3,41536.0
16.8436,40.64071,3,44602.0
16.85534,41.06872,4,13353.0
16.86275,41.00555,2,530.0
16.97714,41.02363,2,5775.0
16.78488,40.37673,3,26834.0
16.81121,40.4059,3,33957.0
16.82909,40.42726,3,2023.0
18.4288,39.99206,1,0.0
18.37349,39.99384,1,0.0
18.30371,40.21052,4,18347.0
18.03764,40.17201,4,21729.0
18.05676,40.05455,4,7343.0
18.08053,39.99786,1,0.0
17.63675,40.3902,4,29012.0
15.8335,39.77807,3,39717.0
15.82331,39.71349,3,31064.0
16.12667,39.04425,3,22230.0
16.26771,38.90796,3,51166.0
16.29488,38.87356,3,47528.0
15.97171,39.97634,3,67794.0
16.26685,39.60167,3,59608.0
16.30237,39.18304,3,41925.0
17.12912,39.06176,3,7346.0
17.11636,39.16245,3,10974.0
17.11718,39.18113,2,14592.0
16.49211,39.71012,3,19438.0
16.61029,39.92707,2,16212.0
16.30256,39.6978,3,64353.0
16.26107,39.15974,3,38295.0
16.26629,39.09642,2,32567.0
17.04672,38.93807,2,58.0
16.09428,38.67475,3,36609.0
16.09202,38.67015,2,32955.0
15.89463,38.426,3,11005.0
15.82935,38.31071,2,7338.0
15.65145,38.1915,2,3670.0
15.64071,38.0176,2,2.0
16.06171,37.94728,2,2.0
16.23141,38.21207,3,3676.0
16.57252,38.45583,2,12.0
16.59023,38.82781,4,3736.0
15.93732,38.54109,2,29300.0
15.92754,38.49543,3,25644.0
15.64436,38.27313,2,53.0
15.0418,38.12989,3,71.0
15.0444,38.1462,1,0.0
14.73879,38.15991,2,54.0
14.26562,38.00755,3,105.0
14.25688,37.99356,1,0.0
13.84948,37.97344,3,223.0
13.52656,38.09449,3,217.0
13.52568,38.10378,1,0.0
13.35383,38.13137,3,237.0
12.43257,37.79946,3,51.0
12.80863,37.6238,2,57.0
13.35322,37.82247,2,104.0
13.45652,37.7182,2,108.0
13.57536,37.3093,4,221.0
13.64111,37.30539,2,76.0
15.07441,36.79117,2,0.0
15.27981,37.07473,3,114.0
15.26995,37.84151,2,70.0
15.09189,37.50912,3,234.0
15.06789,37.48638,3,236.0
15.05748,37.40049,2,168.0
15.14506,37.22724,2,147.0
15.25485,37.10775,2,132.0
15.2685,37.08775,2,123.0
14.76189,37.63684,2,121.0
14.90034,37.56726,2,132.0
14.98845,37.52512,2,145.0
12.89186,37.97651,3,39.0
16.36923,44.55506,3,432780.0
16.16368,44.88443,3,1214.0
15.93357,44.78921,4,434779.0
15.09623,44.52345,3,8128.0
15.19967,44.24665,1,0.0
15.82862,43.79599,1,0.0
15.86082,43.7926,1,0.0
17.58048,43.19727,3,74397.0
17.35331,43.54705,3,5785.0
17.30206,43.48868,3,5211.0
17.32827,43.59743,3,4291.0
17.32039,43.8628,3,16404.0
17.56578,43.94097,3,17703.0
18.24138,42.7522,3,0.0
18.30137,42.60664,3,7.0
18.43328,42.62359,3,302.0
17.47935,44.56334,3,4854.0
17.95201,44.65732,3,8315.0
14.94599,41.88822,3,340157.0
14.57065,42.2153,2,342655.0
14.87844,41.75519,3,11211.0
14.67704,41.59488,3,14537.0
14.53274,41.45047,3,83192.0
14.62423,41.41952,2,64262.0
14.82896,41.2766,2,60951.0
13.60777,41.72606,3,5495.0
13.79919,41.61542,2,1483.0
13.59734,41.65469,2,289.0
13.75469,41.4241,4,12066.0
13.80162,41.42652,3,4414.0
13.81981,41.4056,2,0.0
13.98202,41.20897,2,454.0
14.42612,40.66153,2,3672.0
14.37002,40.62525,1,0.0
14.37026,40.94783,1,0.0
14.07093,40.88051,1,0.0
14.28333,41.14709,3,3796.0
14.50157,41.21656,3,29819.0
14.78424,41.0728,2,11964.0
14.82537,40.91218,3,9135.0
14.80032,40.90683,3,5615.0
14.76151,40.84476,2,1347.0
14.25305,41.21632,1,0.0
14.32208,41.32716,3,32851.0
14.20529,41.36294,3,35321.0
14.12442,41.50887,2,38323.0
13.66628,26.64052,3,1992.0
14.44041,27.06797,4,3978.0
14.27162,27.54989,4,5323.0
14.92502,27.27792,3,1287.0
13.96674,25.95096,3,668.0
13.91445,25.91791,4,10.0
15.1369,26.15965,3,0.0
30.7637,40.25089,1,0.0
31.54549,41.20008,1,0.0
29.6196,41.16452,3,151667.0
31.17309,41.07834,3,142966.0
32.05349,41.55108,1,0.0
32.05743,41.54457,1,0.0
35.0917,42.00278,1,0.0
35.09835,42.00948,1,0.0
39.7333,40.99846,3,7334.0
41.57346,41.55841,1,0.0
38.76774,40.036,3,36634.0
39.65365,40.02785,3,29352.0
35.07196,41.9024,1,0.0
36.33775,41.29878,3,3690.0
36.09417,40.00882,2,3672.0
36.95079,40.60904,3,19494.0
37.50611,40.98473,3,14623.0
37.84314,40.29503,3,80242.0
37.51129,41.02759,3,10997.0
38.19974,40.13993,3,69460.0
38.17491,40.01089,2,18340.0
37.02442,34.0521,1,0.0
37.0758,34.27062,4,11013.0
37.10073,34.30662,1,0.0
32.31835,34.89713,3,4.0
32.4101,34.92493,3,57.0
32.41142,34.93172,4,103.0
32.32391,35.05399,3,52.0
32.42152,35.03381,3,164.0
32.30119,35.04975,3,31.0
32.29605,35.08454,1,0.0
32.38732,34.84572,3,26.0
32.52816,34.71856,3,30.0
33.89639,35.17955,3,72.0
34.12736,35.50187,3,30.0
30.71809,37.48408,1,0.0
30.88859,37.44528,1,0.0
36.71987,34.75426,4,14469.0
37.10297,35.13641,4,41673.0
36.73645,34.04412,1,0.0
37.01101,36.01956,4,107062.0
37.2661,35.77051,3,13794.0
38.28553,34.5782,5,33362.0
38.32953,34.58158,1,0.0
37.79988,35.38663,4,3363.0
37.51877,35.80881,3,3477.0
38.76792,35.65423,3,485.0
33.73546,35.39453,3,38.0
33.72458,35.25344,3,78.0
13.15789,38.07446,3,146.0
12.78912,37.83094,3,75.0
12.79642,37.82451,1,0.0
12.89202,37.59298,2,66.0
13.23058,37.49371,2,82.0
14.21483,37.07793,2,111.0
14.35875,36.98817,3,108.0
14.45934,36.85228,3,16.0
14.80033,37.05325,3,86.0
14.90686,37.06366,2,87.0
14.31334,37.31392,2,64.0
28.20484,39.99112,1,0.0
28.10211,40.23416,2,1.0
27.92805,40.35364,1,0.0
36.40983,33.58667,2,16992.0
36.47167,33.63831,3,13501.0
36.66473,33.64766,3,6501.0
36.97361,33.75357,2,2843.0
37.28287,34.0189,2,6121.0
36.37323,33.14029,1,0.0
36.5344,32.71694,5,11010.0
36.44982,32.5235,5,64811.0
36.36131,32.54705,2,67275.0
36.35908,32.44699,3,19689.0
36.68082,32.49772,3,14386.0
36.7841,32.4247,2,3672.0
36.77785,32.12701,1,0.0
32.58185,31.04405,1,0.0
32.7673,30.99216,3,3672.0
33.72704,31.10226,2,7342.0
33.8194,31.1177,3,11011.0
34.92794,32.11799,3,182946.0
34.9115,32.01251,2,179490.0
34.89146,31.96569,5,176396.0
34.74752,32.05253,3,97727.0
34.74437,31.87495,3,88540.0
34.65185,31.76573,3,84970.0
35.05703,31.90799,3,7386.0
34.98636,31.85054,4,21072.0
34.8492,31.74917,3,132846.0
34.85621,31.67633,4,129697.0
34.87841,31.63898,3,122229.0
34.88775,31.62087,3,118865.0
34.90627,31.58655,3,115320.0
35.04937,31.51813,2,111843.0
35.07519,31.52945,3,109435.0
35.0947,31.53997,3,108344.0
35.15998,31.71132,3,3490.0
35.09435,31.73345,3,608.0
35.21672,31.78631,3,11183.0
34.92473,31.67969,3,524.0
35.21931,31.79019,2,14727.0
35.22165,31.79371,3,18496.0
35.23314,31.79449,3,4934.0
35.10255,31.81433,2,17613.0
35.08305,31.89455,2,3926.0
35.4252,31.85067,2,4859.0
35.45478,31.86909,3,71305.0
35.44943,32.03724,3,72832.0
35.42334,32.15189,3,77250.0
35.50497,32.12223,3,2521.0
34.64222,31.102,4,11783.0
34.73127,30.87021,2,7545.0
34.91329,30.70421,3,4157.0
35.08466,30.56008,2,688.0
35.14894,30.53577,4,57969.0
35.09775,30.93329,2,74988.0
35.05192,31.03891,3,89769.0
34.81479,32.19781,3,104388.0
34.77034,32.07627,3,101181.0
