lon,lat,degree,betweenness
3.2553,49.86248,4,44689.0
3.11378,49.88882,4,10715.0
3.2645,49.41735,3,32106.0
3.06063,49.52337,3,25470.0
3.06945,49.40128,3,72677.0
2.79887,49.68633,4,32963.0
2.35183,49.87141,3,11903.0
2.34044,48.98919,3,56013.0
2.45797,49.23377,3,32701.0
0.47362,49.35462,3,558.0
0.67158,49.53387,3,5682.0
0.14716,49.51602,1,0.0
2.26696,49.91652,3,17932.0
2.81397,50.11708,4,25163.0
3.20976,50.19217,5,3178.0
3.50627,50.45149,2,14212.0
3.36982,50.62594,5,12136.0
3.25321,50.84104,4,9810.0
3.4746,50.82167,4,14854.0
3.71452,50.8079,4,16636.0
4.10251,50.78068,4,21207.0
4.17778,50.92286,4,6291.0
2.26695,49.92699,3,11019.0
2.73776,50.30814,6,23355.0
2.70967,50.65562,3,12034.0
2.57086,50.768,3,8460.0
2.45667,50.81321,5,5217.0
2.63296,50.82295,3,7732.0
2.92431,50.8348,3,10248.0
1.57857,50.73492,3,0.0
2.2275,50.64925,5,9171.0
1.79565,50.45277,3,2826.0
4.71528,50.58196,5,10261.0
4.91751,50.62168,4,6448.0
5.47471,50.78352,5,38445.0
4.94797,50.80737,5,27541.0
4.57986,50.78953,4,20448.0
29.65662,36.91732,4,54546.0
35.81403,37.00669,4,191628.0
30.62377,36.94439,3,30239.0
30.30332,37.03085,3,27600.0
35.3598,36.97429,3,1019552.0
30.55306,36.98071,3,28141.0
36.14926,37.01975,3,189200.0
29.53255,37.0072,3,9329.0
36.64946,37.01924,3,66386.0
36.48561,37.16759,2,69039.0
29.92149,37.02102,3,15435.0
30.20495,37.07752,5,65863.0
29.80891,37.0375,3,63217.0
36.17456,37.0536,3,186141.0
29.76715,37.10398,3,56962.0
29.5147,37.13616,4,38172.0
36.42012,37.17576,3,142973.0
34.80105,37.18656,3,1912.0
32.52582,37.20253,3,48831.0
32.77651,37.28196,3,94908.0
30.49953,37.21966,3,24715.0
32.51686,37.22143,3,49798.0
32.36919,37.57502,3,9550.0
30.4944,37.25329,3,27288.0
33.16966,37.18179,5,89926.0
29.55124,37.28681,3,40137.0
30.31343,37.31835,4,65169.0
34.86293,37.40626,3,1007148.0
30.55552,37.42796,3,21010.0
34.85903,37.44162,3,1009942.0
33.4748,37.45417,3,40106.0
32.51114,37.84409,6,104074.0
34.86557,37.47077,3,1012794.0
34.15859,37.475,4,993003.0
34.59093,37.53079,3,987364.0
30.09554,37.48339,3,7474.0
30.30508,37.31846,3,7909.0
30.05544,37.52759,3,124391.0
34.84362,37.50581,3,1011481.0
34.59797,37.82196,4,27271.0
29.40845,37.51425,3,3816.0
30.06631,37.56471,3,127265.0
30.05063,37.58443,3,129709.0
32.42834,37.7429,1,0.0
29.59356,37.83264,3,224431.0
32.21195,37.73666,4,13859.0
29.11471,37.8203,4,224862.0
27.84378,37.85245,3,216839.0
28.57167,38.33251,3,3672.0
32.30006,37.87344,3,15695.0
32.5748,37.99923,3,15182.0
32.0675,37.84629,3,28940.0
31.92471,37.88342,3,31366.0
31.56211,37.91091,3,129682.0
38.60524,37.90267,2,3672.0
38.48926,37.50451,1,0.0
30.31345,37.94858,3,229133.0
34.68094,37.98296,3,10630.0
32.93663,38.07425,3,1003279.0
5.67684,50.85099,3,39334.0
5.86324,51.84085,3,1323.0
5.9252,51.9626,3,10442.0
6.37018,50.92341,6,43467.0
6.69433,50.94594,4,45839.0
6.94937,50.9441,4,72100.0
6.81495,51.17219,2,20860.0
6.70592,51.18643,4,20423.0
6.5811,51.58364,3,16078.0
6.47033,51.65596,3,12783.0
6.97949,50.82832,3,75098.0
6.60789,50.36692,3,5098.0
6.57245,50.33588,3,9183.0
6.54601,50.30633,3,16180.0
6.52046,50.28435,3,18951.0
6.66724,49.75984,5,81854.0
7.88204,49.96255,3,137869.0
7.91695,49.96178,3,146586.0
7.3722,50.44974,4,89533.0
8.2444,50.00814,4,147522.0
8.29653,50.02524,4,189408.0
8.62054,50.16235,4,40313.0
8.36574,49.6403,3,9323.0
8.09152,48.896,3,10007.0
7.71446,48.74267,3,10012.0
7.75881,48.59795,4,207943.0
7.49735,48.11677,4,17300.0
7.92513,48.45424,4,241716.0
8.05903,48.69486,3,181716.0
8.12847,48.74937,3,175708.0
8.17986,48.78889,3,3824.0
8.39796,48.93918,3,48313.0
7.37637,48.09151,1,0.0
5.62667,48.22654,3,62760.0
5.7148,48.40641,3,23758.0
5.87252,48.67645,3,25327.0
6.17756,49.12751,6,209732.0
6.32297,49.56312,3,43109.0
4.35233,48.96402,1,0.0
4.43147,48.58503,3,14495.0
5.38637,49.1667,3,147356.0
5.39325,48.65184,3,38067.0
5.60788,48.66646,4,3043.0
5.2972,49.6922,3,5242.0
5.35918,49.89509,3,4343.0
5.50027,49.94575,4,36378.0
5.62876,49.99737,4,9121.0
6.34925,50.46359,4,1990.0
6.6343,50.67631,5,3914.0
7.08547,50.74386,3,77617.0
8.48378,48.27487,3,63877.0
7.73138,48.17564,3,27365.0
3.13882,47.0471,6,181888.0
4.29087,46.99588,6,522240.0
4.27285,47.16362,3,60443.0
3.54042,47.7853,3,41596.0
3.55994,47.8718,3,38248.0
2.93687,47.44079,3,21928.0
3.2369,47.52408,4,12293.0
3.40393,46.85395,3,449.0
3.4525,46.88872,3,10274.0
3.7232,46.67494,4,192433.0
3.95434,46.49287,4,166152.0
4.07825,46.04093,4,300363.0
6.13332,45.9055,4,109312.0
6.1627,46.20462,3,109095.0
3.06858,45.78883,4,86738.0
3.07655,45.78972,5,101079.0
3.64182,45.78773,1,0.0
4.84381,46.79951,3,0.0
4.89581,47.07324,4,449800.0
5.0445,47.34948,3,2096.0
5.33121,47.91229,5,86628.0
5.34806,47.90692,3,75536.0
5.76191,47.60146,3,77608.0
5.99543,47.33878,3,82128.0
6.01809,47.24602,4,546420.0
6.8197,47.46003,4,477964.0
7.52456,47.68039,3,483374.0
7.75817,47.55189,4,523398.0
8.24733,47.50527,5,512826.0
30.31444,38.0016,2,232527.0
34.36994,38.01654,3,22284.0
34.34979,38.02606,3,25077.0
34.00715,38.14808,3,1189.0
36.57699,38.03472,3,17240.0
37.10376,38.16711,3,14792.0
36.55063,38.0349,4,56543.0
36.50078,38.30586,3,44541.0
30.29598,38.05549,2,235929.0
30.38602,38.05578,1,0.0
30.94245,38.29133,3,3672.0
8.54185,47.95956,3,23991.0
8.69466,48.1662,4,116918.0
5.40203,47.06991,3,454010.0
5.80407,47.21049,3,459841.0
6.08363,47.18625,3,73536.0
6.55461,46.75663,3,113506.0
6.64827,46.79253,3,47696.0
7.04239,46.88281,3,52816.0
7.32601,47.11363,4,58316.0
8.68497,47.44178,3,493036.0
6.7053,45.90848,2,3672.0
6.64386,46.5173,3,107268.0
7.08105,46.11611,1,0.0
6.85218,46.46592,3,3672.0
3.11212,46.28205,3,3294.0
3.11582,46.26082,3,1279.0
3.07581,45.79688,3,93606.0
1.0613,49.46383,2,5513.0
4.39105,52.14817,3,3672.0
8.43894,49.31656,3,15760.0
2.8995,47.36956,3,24790.0
-3.55442,48.28592,7,15617.0
-3.42469,48.22386,4,13723.0
-3.34076,48.25286,4,17756.0
-2.99562,48.2078,4,21030.0
-2.58161,48.17857,4,32115.0
-2.43036,48.17506,3,35703.0
-2.11991,48.16688,4,39343.0
-1.99403,48.15084,3,54262.0
-1.66901,48.11384,6,65706.0
-1.55531,48.17207,3,6898.0
-1.33944,48.22989,4,12670.0
-0.48613,48.26013,6,95322.0
-1.30832,48.13429,4,48450.0
-3.17568,48.04529,3,11321.0
4.33018,52.20128,1,0.0
12.20582,48.96025,3,26116.0
12.85468,48.78152,3,34106.0
13.06085,48.6782,3,34975.0
13.42098,48.57684,3,35828.0
13.99251,48.32143,3,37185.0
13.9981,48.173,5,150514.0
14.25386,48.3071,3,5989.0
14.25561,48.31287,1,0.0
14.252,48.2861,3,9553.0
14.21646,48.26694,3,14498.0
13.00438,48.28935,4,111778.0
12.54412,48.25784,3,113736.0
13.99903,48.15571,3,136391.0
14.03568,48.01528,3,76855.0
14.22895,48.25985,3,8150.0
14.2911,48.24063,3,2909.0
14.30868,48.23333,3,74898.0
14.46699,48.2195,2,71268.0
14.75827,48.12979,3,71901.0
15.04975,48.14643,2,68992.0
15.16641,48.18558,3,69894.0
15.30625,48.22703,3,67166.0
15.60823,48.21473,3,66073.0
15.6265,48.21733,3,71775.0
16.10789,48.29552,3,67690.0
30.1777,38.06956,3,225410.0
30.20439,38.1024,3,467008.0
33.01778,38.07836,3,1002613.0
34.77856,38.08215,3,6766.0
32.69995,38.11335,3,1001759.0
30.20737,38.11368,3,469268.0
33.03684,38.14783,3,16594.0
32.47672,38.16575,3,1085424.0
37.17875,38.19402,3,17166.0
